id,market,survey_date,customer_name,month,quarter,rating
1513,UK,2/1/21,Wyatt Mays,1,1,8
1514,UK,17/03/2021,Juan Zuniga,3,1,10
1515,MEX,1/6/21,James Brown,6,2,10
1516,UK,23/03/2021,James Cain,3,1,8
1517,MEX,10/2/21,Theresa Martin,2,1,5
1518,UK,28/10/2021,Casey Rojas,10,4,0
1519,US,4/1/21,Monica Valencia,1,1,10
1520,US,1/2/21,Matthew Fields,2,1,9
1521,US,23/10/2021,Courtney Warren,10,4,0
1522,UK,3/7/21,Jo Walker DDS,7,3,10
1523,MEX,7/11/21,Gregory Barrera,11,4,10
1524,MEX,18/01/2021,Jose Harris,1,1,10
1525,MEX,15/08/2021,Deborah Houston,8,3,0
1526,MEX,6/3/21,Michelle Whitaker,3,1,6
1527,US,18/01/2021,John Anderson,1,1,7
1528,MEX,12/12/21,Steven Sanchez,12,4,9
1529,MEX,23/11/2021,Omar Kelly,11,4,10
1530,MEX,20/02/2021,Christina Jones,2,1,0
1531,MEX,30/04/2021,Sarah Gomez,4,2,5
1532,MEX,14/01/2021,Sean Allen,1,1,9
1533,US,19/12/2021,Kathy Wang,12,4,0
1534,MEX,6/4/21,Stephen Smith,4,2,10
1535,US,24/04/2021,Andrew Lester,4,2,6
1536,US,7/6/21,Jason Harris,6,2,10
1537,MEX,3/8/21,Bailey Smith,8,3,10
1538,UK,17/05/2021,Jenny Gonzalez,5,2,5
1539,UK,5/2/21,Christopher Jenkins,2,1,8
1540,US,24/06/2021,Stephanie Robles,6,2,0
1541,UK,15/04/2021,Ryan Cross,4,2,6
1542,MEX,12/11/21,Leslie Johnson,11,4,10
1543,UK,20/07/2021,Maria Cruz,7,3,10
1544,MEX,16/03/2021,Alison Carlson,3,1,9
1545,UK,30/11/2021,Melissa Cole,11,4,7
1546,US,11/12/21,Nicholas Evans,12,4,9
1547,UK,26/03/2021,Gary Smith,3,1,10
1548,UK,8/2/21,Margaret Lewis,2,1,10
1549,MEX,22/04/2021,Laura Jenkins,4,2,3
1550,US,21/01/2021,Carol Long,1,1,0
1551,MEX,26/08/2021,Nicholas Garrett,8,3,10
1552,UK,23/07/2021,Curtis Macdonald,7,3,10
1553,UK,18/04/2021,Samuel Webb,4,2,10
1554,UK,29/09/2021,Kimberly Clark,9,3,5
1555,US,10/12/21,Lisa Munoz,12,4,9
1556,UK,10/6/21,Thomas Casey,6,2,7
1557,MEX,2/12/21,Debra Thomas,12,4,10
1558,UK,19/05/2021,Lisa Terrell,5,2,10
1559,UK,3/5/21,Amanda Gonzalez,5,2,6
1560,UK,15/09/2021,Matthew Kennedy,9,3,9
1561,MEX,12/4/21,Lauren Carr,4,2,3
1562,MEX,15/11/2021,Amanda White,11,4,0
1563,US,7/6/21,Kimberly Herring,6,2,10
1564,US,11/12/21,Dana Hill,12,4,8
1565,US,6/10/21,Brian Jenkins,10,4,0
1566,US,26/06/2021,Charles George,6,2,7
1567,MEX,23/11/2021,Andrea Elliott,11,4,10
1568,UK,27/02/2021,Melissa Walters,2,1,8
1569,MEX,8/10/21,Lisa Wade,10,4,3
1570,US,12/3/21,Timothy Mills,3,1,0
1571,UK,15/08/2021,Kathleen Lewis,8,3,8
1572,UK,6/3/21,Teresa Riley MD,3,1,6
1573,MEX,25/06/2021,Samantha Cruz,6,2,7
1574,US,1/5/21,John Simmons,5,2,9
1575,UK,2/12/21,Eric Harrison,12,4,6
1576,US,31/03/2021,Frank Hodge,3,1,10
1577,UK,14/08/2021,Danielle Miller,8,3,0
1578,US,10/10/21,Nicolas Jones,10,4,1
1579,UK,3/10/21,Todd Jones,10,4,9
1580,US,30/12/2021,Jennifer Singh,12,4,3
1581,US,10/6/21,Jeffrey Jenkins,6,2,8
1582,US,26/06/2021,Amanda Fisher,6,2,10
1583,MEX,2/12/21,William Thompson,12,4,0
1584,UK,3/11/21,Ashley Briggs,11,4,7
1585,US,13/11/2021,James Long,11,4,7
1586,UK,10/8/21,Brian George,8,3,3
1587,US,11/12/21,Tracy Evans,12,4,8
1588,MEX,8/6/21,Brittney Morales,6,2,1
1589,MEX,12/10/21,Jessica Ruiz,10,4,10
1590,UK,13/09/2021,Eric Ortiz,9,3,10
1591,UK,6/8/21,Kenneth Alvarado,8,3,5
1592,UK,22/02/2021,Rachel Beasley,2,1,9
1593,MEX,30/05/2021,Joseph Gordon,5,2,10
1594,US,6/1/21,Julia Price,1,1,5
1595,MEX,18/05/2021,Rebecca Huynh,5,2,10
1596,UK,25/09/2021,Daniel Black,9,3,0
1597,MEX,18/05/2021,Adam Huerta,5,2,10
1598,US,13/05/2021,Stacey Johnson,5,2,4
1599,UK,17/05/2021,Michelle Pollard,5,2,10
1600,MEX,19/09/2021,Erica Perez,9,3,9
1601,UK,21/12/2021,Steven Smith,12,4,10
1602,MEX,2/1/21,Michael Perry,1,1,10
1603,UK,31/01/2021,Jenna Zavala,1,1,9
1604,US,21/07/2021,Austin Bennett,7,3,9
1605,MEX,19/06/2021,Michelle Park,6,2,7
1606,US,17/02/2021,Antonio Allen,2,1,10
1607,US,15/11/2021,Darryl Mercer,11,4,9
1608,UK,8/6/21,Stephen Lowe,6,2,5
1609,MEX,19/12/2021,Sydney Thomas,12,4,0
1610,MEX,9/2/21,Michael Hicks,2,1,9
1611,MEX,29/10/2021,Kimberly Harris,10,4,10
1612,MEX,3/1/21,Patrick Clark,1,1,10
1613,UK,12/5/21,Shannon Rodriguez DDS,5,2,10
1614,MEX,29/04/2021,Lisa Martin,4,2,2
1615,UK,13/11/2021,Alexa Mitchell,11,4,9
1616,US,8/8/21,Robert Jones,8,3,10
1617,UK,16/01/2021,Charles Williams,1,1,4
1618,US,17/12/2021,Tammy Smith,12,4,10
1619,US,2/6/21,Zachary Vance,6,2,8
1620,MEX,27/04/2021,Joseph Burton,4,2,10
1621,US,4/8/21,Jessica Riley,8,3,10
1622,US,14/03/2021,Mary Franklin,3,1,2
1623,UK,16/01/2021,Tammy Powell,1,1,8
1624,UK,17/07/2021,Lisa Koch,7,3,5
1625,UK,12/3/21,Darren Brown,3,1,0
1626,US,8/11/21,Stephanie Miller,11,4,2
1627,UK,25/10/2021,Barry Yates,10,4,7
1628,UK,10/9/21,Kara Rojas,9,3,10
1629,UK,2/5/21,Alison Roberts,5,2,8
1630,US,5/7/21,Devin Thompson,7,3,8
1631,MEX,9/5/21,Vanessa Burnett,5,2,0
1632,MEX,15/06/2021,Leonard Alvarez,6,2,0
1633,UK,31/07/2021,Allison Aguilar,7,3,10
1634,MEX,29/05/2021,John Kelly,5,2,9
1635,UK,19/09/2021,Catherine Odonnell,9,3,9
1636,US,16/09/2021,Elaine Clarke,9,3,10
1637,UK,27/02/2021,Cynthia Moore,2,1,5
1638,UK,3/6/21,Annette Reese,6,2,10
1639,US,2/10/21,Henry Franco,10,4,5
1640,UK,1/7/21,Donna Patel,7,3,7
1641,US,19/12/2021,Nicholas Fleming,12,4,0
1642,MEX,29/04/2021,Ryan Stewart,4,2,3
1643,MEX,13/02/2021,Wendy Moreno,2,1,10
1644,MEX,29/09/2021,Jessica Murphy,9,3,5
1645,US,9/2/21,Mikayla Sellers,2,1,9
1646,MEX,12/4/21,Tony Pittman,4,2,10
1647,US,17/06/2021,Tammy Wilson,6,2,0
1648,UK,24/02/2021,Duane Bowen,2,1,10
1649,MEX,19/03/2021,Mercedes Riley,3,1,0
1650,MEX,16/06/2021,Mark Lucas,6,2,10
1651,MEX,24/05/2021,Ryan Alvarado,5,2,9
1652,UK,7/8/21,Joshua Collins MD,8,3,0
1653,UK,1/11/21,Curtis Green,11,4,10
1654,MEX,29/08/2021,Carl Sanders,8,3,10
1655,MEX,4/4/21,Tony Cobb,4,2,0
1656,US,27/03/2021,Cynthia Wolf,3,1,10
1657,MEX,21/09/2021,Christopher Nelson,9,3,9
1658,UK,7/10/21,Jason Deleon,10,4,8
1659,UK,5/7/21,Johnny Fox,7,3,9
1660,MEX,13/02/2021,Allison Perez,2,1,6
1661,US,8/3/21,Robert Diaz,3,1,4
1662,US,27/05/2021,Dana Mann,5,2,9
1663,US,8/5/21,Elizabeth Mason,5,2,10
1664,UK,10/6/21,Don Williams,6,2,8
1665,MEX,21/02/2021,Stephanie Douglas,2,1,8
1666,MEX,20/02/2021,Alexandria Molina,2,1,9
1667,MEX,19/01/2021,Veronica Anderson DDS,1,1,9
1668,US,26/03/2021,Mr. Micheal Barry MD,3,1,5
1669,UK,12/2/21,Amy Walker,2,1,10
1670,US,14/09/2021,Eric Lucas,9,3,9
1671,US,12/4/21,Karen Smith,4,2,3
1672,US,2/2/21,Jacob Adams,2,1,0
1673,US,27/04/2021,Nicole Garza,4,2,9
1674,UK,6/7/21,Edward Johnson,7,3,5
1675,MEX,10/12/21,Savannah Glass,12,4,8
1676,US,31/08/2021,Nicole Morris,8,3,10
1677,US,17/02/2021,Janet Malone,2,1,0
1678,US,25/04/2021,Janet Sanders,4,2,0
1679,MEX,8/10/21,Melissa Jordan,10,4,7
1680,UK,28/05/2021,Gregory Daniels,5,2,9
1681,MEX,23/05/2021,Karen Taylor,5,2,8
1682,MEX,22/03/2021,Sherri Landry,3,1,10
1683,MEX,17/12/2021,Cheryl Chang,12,4,10
1684,MEX,15/08/2021,Jessica Molina,8,3,10
1685,UK,1/2/21,Melanie Fry,2,1,3
1686,US,27/10/2021,Andrea Sheppard,10,4,6
1687,UK,18/04/2021,Ashley Hunt,4,2,8
1688,US,8/8/21,Lance Patton,8,3,0
1689,MEX,22/01/2021,Keith Walsh,1,1,9
1690,UK,26/03/2021,Carrie Bryant,3,1,6
1691,MEX,27/09/2021,Dylan Martin,9,3,0
1692,UK,24/07/2021,Matthew Woods,7,3,9
1693,MEX,23/04/2021,Ashley Bennett,4,2,0
1694,MEX,6/3/21,Angela Small,3,1,0
1695,US,21/03/2021,Kyle Miller,3,1,0
1696,UK,1/12/21,Kristen Parker,12,4,9
1697,US,9/1/21,Jared Reyes,1,1,5
1698,US,15/11/2021,Rebecca Stone,11,4,10
1699,US,2/1/21,Carol Thompson,1,1,10
1700,UK,2/9/21,Holly Jones,9,3,7
1701,US,7/11/21,David Diaz,11,4,1
1702,UK,4/4/21,Julie Gomez,4,2,5
1703,UK,23/11/2021,Heather Bridges MD,11,4,2
1704,US,19/04/2021,Amy Kane,4,2,10
1705,US,10/11/21,Thomas Ruiz,11,4,0
1706,US,23/02/2021,Sara Miles,2,1,4
1707,MEX,16/01/2021,Andrew Garcia,1,1,3
1708,US,27/08/2021,Tiffany Walker,8,3,10
1709,UK,30/01/2021,Andrea Norris,1,1,8
1710,US,15/02/2021,Patricia Caldwell,2,1,1
1711,US,6/10/21,Joseph Hamilton,10,4,9
1712,US,8/8/21,Ian Miller,8,3,4
1713,UK,24/09/2021,Maria Strickland,9,3,10
1714,UK,26/12/2021,Theresa Brown,12,4,10
1715,US,14/05/2021,Mr. Daniel Webb,5,2,0
1716,UK,11/9/21,Scott Carter,9,3,9
1717,MEX,4/7/21,Brian Casey,7,3,8
1718,MEX,27/05/2021,Sharon Ochoa,5,2,9
1719,UK,4/4/21,Matthew Williams,4,2,10
1720,US,25/10/2021,Robert Odonnell,10,4,8
1721,UK,28/01/2021,Tiffany Harris,1,1,8
1722,MEX,27/11/2021,Timothy Johnson,11,4,0
1723,US,27/01/2021,Danielle Sims,1,1,0
1724,MEX,2/1/21,Dennis Thomas,1,1,7
1725,MEX,10/2/21,Carlos Owens,2,1,5
1726,MEX,28/01/2021,Linda Bell,1,1,10
1727,US,4/9/21,Ms. Melissa Mullen DDS,9,3,6
1728,UK,1/5/21,Julie Robinson,5,2,1
1729,US,22/11/2021,Lauren Nichols,11,4,8
1730,MEX,10/8/21,Melanie Carter,8,3,8
1731,US,25/10/2021,Kenneth Nelson,10,4,7
1732,MEX,29/06/2021,Charles Castaneda,6,2,7
1733,MEX,1/3/21,Christian Rocha,3,1,10
1734,MEX,23/02/2021,Mary Nguyen,2,1,10
1735,UK,15/10/2021,Amy Patterson,10,4,2
1736,US,28/09/2021,Catherine Ibarra DDS,9,3,10
1737,UK,13/04/2021,Deborah Lambert,4,2,3
1738,UK,2/4/21,Danielle Holland,4,2,9
1739,UK,20/02/2021,Kristen Harper,2,1,3
1740,MEX,4/1/21,Joseph Hurley,1,1,0
1741,MEX,9/8/21,Cesar Duncan,8,3,5
1742,UK,19/08/2021,Cynthia Blake,8,3,10
1743,UK,29/09/2021,Jerry Moody,9,3,0
1744,UK,15/10/2021,Russell Henderson,10,4,10
1745,MEX,5/2/21,Kevin Scott,2,1,0
1746,US,2/12/21,Emily Ryan,12,4,10
1747,MEX,4/11/21,Kyle Zimmerman,11,4,10
1748,US,25/10/2021,David Manning,10,4,3
1749,US,7/1/21,Gerald Browning,1,1,6
1750,MEX,12/8/21,Jessica Williams,8,3,10
1751,US,21/07/2021,Heather Cooper,7,3,10
1752,UK,13/03/2021,Dr. Kenneth Singleton,3,1,10
1753,US,3/3/21,Lori Holland,3,1,5
1754,US,23/06/2021,Cheryl Martin,6,2,0
1755,MEX,9/6/21,Tracy Brown,6,2,10
1756,US,19/01/2021,Sara Richard,1,1,8
1757,UK,24/04/2021,Dr. Robert Davis II,4,2,8
1758,US,14/07/2021,Ryan Lopez,7,3,7
1759,MEX,25/03/2021,Brandon Jarvis,3,1,9
1760,UK,10/1/21,Tanya Wolf,1,1,4
1761,UK,30/04/2021,Sarah Chen,4,2,10
1762,US,25/01/2021,Kristen Roth,1,1,2
1763,MEX,25/12/2021,Claire Moon,12,4,10
1764,UK,15/05/2021,Gabriel Clark,5,2,8
1765,US,24/10/2021,Justin Alexander,10,4,4
1766,MEX,29/03/2021,Steven Mendoza,3,1,5
1767,MEX,24/02/2021,Sarah Davis,2,1,10
1768,US,30/03/2021,Karl Thornton,3,1,0
1769,UK,13/01/2021,Ashley Black,1,1,8
1770,MEX,28/03/2021,Shannon Lara,3,1,8
1771,UK,30/11/2021,Donna Ward,11,4,9
1772,MEX,10/10/21,Heather Kelley,10,4,10
1773,US,10/1/21,Jennifer Richmond,1,1,10
1774,MEX,12/7/21,Mike Buck,7,3,9
1775,US,14/01/2021,Elizabeth Chapman,1,1,2
1776,US,10/9/21,Justin Burnett,9,3,10
1777,UK,4/2/21,Amber Perez,2,1,0
1778,US,29/12/2021,Benjamin Odonnell,12,4,6
1779,US,12/7/21,Joe Bass,7,3,5
1780,MEX,4/7/21,Bradley Miller,7,3,0
1781,MEX,6/2/21,Angela Mendoza,2,1,8
1782,US,20/03/2021,Summer James,3,1,9
1783,UK,10/3/21,Alicia Chavez,3,1,8
1784,UK,14/06/2021,Kenneth Butler,6,2,8
1785,MEX,18/07/2021,Joseph Shepherd,7,3,9
1786,UK,30/04/2021,Jessica Bullock,4,2,8
1787,UK,7/8/21,Randall Shannon,8,3,5
1788,UK,9/6/21,Sarah Davis,6,2,6
1789,UK,24/06/2021,Dr. Christopher Anderson,6,2,8
1790,US,27/04/2021,Zachary Garza,4,2,9
1791,MEX,2/2/21,Michael Snyder,2,1,9
1792,US,18/07/2021,David Smith,7,3,8
1793,US,24/05/2021,Christopher Bernard,5,2,9
1794,UK,9/10/21,Jonathan Archer,10,4,5
1795,MEX,24/12/2021,Vanessa Mason,12,4,10
1796,MEX,1/5/21,Charlene Neal,5,2,8
1797,US,21/09/2021,Lisa Cook,9,3,5
1798,UK,19/08/2021,Rachel Nguyen MD,8,3,10
1799,MEX,12/3/21,Andrew Moore,3,1,10
1800,US,23/08/2021,David George,8,3,8
1801,UK,15/07/2021,Randy Hines,7,3,5
1802,MEX,4/8/21,Eric Sharp,8,3,7
1803,MEX,5/12/21,Lisa Clark,12,4,10
1804,US,19/07/2021,Thomas Garza,7,3,10
1805,US,10/9/21,Carla Harris,9,3,1
1806,UK,5/11/21,James Johnson,11,4,9
1807,UK,9/4/21,Michael Carrillo,4,2,6
1808,US,7/9/21,Paul Evans,9,3,9
1809,MEX,11/1/21,Mrs. Marie Cowan,1,1,7
1810,UK,1/3/21,Julie Alvarado,3,1,8
1811,MEX,13/07/2021,Angela Macias,7,3,9
1812,US,2/6/21,Allison Jimenez,6,2,8
1813,US,28/09/2021,David Burke,9,3,10
1814,US,4/9/21,Victoria Lin,9,3,10
1815,MEX,28/01/2021,Erica Hoffman,1,1,8
1816,UK,9/6/21,Joshua Bauer,6,2,10
1817,UK,5/5/21,Larry Gomez,5,2,0
1818,US,24/07/2021,Patrick Rogers,7,3,4
1819,UK,25/02/2021,James Reid,2,1,2
1820,MEX,14/05/2021,Dr. Heather Fernandez DVM,5,2,0
1821,UK,15/08/2021,Brian Davis,8,3,10
1822,UK,6/2/21,Jillian Ross MD,2,1,1
1823,UK,24/12/2021,Taylor Harris,12,4,10
1824,US,2/2/21,Brandon Horne,2,1,3
1825,MEX,21/06/2021,Michael Aguilar,6,2,8
1826,US,14/10/2021,Isaac Miller,10,4,10
1827,UK,13/09/2021,Kim Moore,9,3,10
1828,US,17/03/2021,Anthony Sanchez,3,1,10
1829,US,4/9/21,Scott Morton,9,3,3
1830,US,27/02/2021,Elizabeth Peters,2,1,9
1831,MEX,9/9/21,Heather Byrd,9,3,10
1832,MEX,18/04/2021,Felicia Murray,4,2,9
1833,UK,3/4/21,Christopher Weaver,4,2,10
1834,MEX,26/10/2021,Jessica Bennett,10,4,0
1835,UK,30/08/2021,Angela Mcdowell,8,3,5
1836,UK,2/3/21,Kyle Ferguson,3,1,5
1837,MEX,21/01/2021,Deborah Oconnor,1,1,10
1838,MEX,23/02/2021,Scott May,2,1,10
1839,UK,4/7/21,Anna Kramer,7,3,7
1840,UK,13/12/2021,David Bennett,12,4,8
1841,UK,17/03/2021,Adrienne Garcia,3,1,10
1842,UK,15/10/2021,Lance Jones,10,4,2
1843,UK,26/04/2021,James Johnson,4,2,10
1844,UK,3/12/21,Sarah Baxter,12,4,10
1845,US,26/03/2021,Susan Fox,3,1,6
1846,UK,18/11/2021,Brett Byrd,11,4,1
1847,UK,25/10/2021,Morgan Marks,10,4,2
1848,US,24/02/2021,Jessica Anderson,2,1,2
1849,MEX,10/10/21,Courtney Garza,10,4,10
1850,MEX,30/09/2021,Steven Thompson,9,3,8
1851,MEX,16/05/2021,Sarah Lozano,5,2,0
1852,US,10/11/21,Paul Shepard,11,4,0
1853,UK,21/05/2021,Julie Jenkins,5,2,0
1854,UK,12/10/21,Matthew Oliver,10,4,2
1855,US,11/11/21,Ashley Young,11,4,8
1856,UK,12/4/21,Caroline Reid,4,2,5
1857,MEX,4/5/21,Jonathan Hendricks,5,2,6
1858,US,25/12/2021,Maria Young,12,4,10
1859,US,13/08/2021,Allison Davis,8,3,3
1860,MEX,28/11/2021,Jennifer Smith,11,4,8
1861,MEX,4/7/21,Michael Watkins,7,3,7
1862,UK,17/07/2021,Megan Gross,7,3,5
1863,US,2/3/21,Sean Barrett,3,1,10
1864,US,2/2/21,Melissa Greer,2,1,0
1865,MEX,21/11/2021,Frank Dawson,11,4,3
1866,UK,27/07/2021,Lynn Higgins,7,3,10
1867,UK,23/03/2021,Daniel Salinas,3,1,9
1868,UK,28/11/2021,Lisa Frederick,11,4,6
1869,US,26/06/2021,Eric Armstrong,6,2,10
1870,MEX,15/02/2021,Tonya Meza,2,1,10
1871,US,8/12/21,Laura Kennedy,12,4,0
1872,US,16/05/2021,Michael Smith,5,2,0
1873,UK,25/07/2021,Shaun Silva,7,3,10
1874,US,18/02/2021,Vickie Edwards,2,1,10
1875,US,1/9/21,Brandon Lawrence,9,3,9
1876,US,11/5/21,Cindy Castillo,5,2,3
1877,UK,24/02/2021,Steven Sawyer,2,1,1
1878,US,2/4/21,Barry Lewis,4,2,9
1879,MEX,28/02/2021,Andrea Duncan MD,2,1,10
1880,MEX,23/02/2021,Steve Ward,2,1,10
1881,UK,10/8/21,Alan Maldonado,8,3,0
1882,MEX,21/03/2021,Denise Rowe,3,1,9
1883,MEX,4/3/21,Jeffrey Zuniga Jr.,3,1,9
1884,UK,28/12/2021,Ricardo Fernandez,12,4,6
1885,MEX,19/09/2021,Jesus Adams,9,3,5
1886,US,30/08/2021,Lynn Watson,8,3,6
1887,MEX,15/04/2021,Paul Hunt,4,2,8
1888,MEX,4/7/21,Rachel Perry,7,3,10
1889,UK,17/03/2021,Wendy Green,3,1,10
1890,US,31/05/2021,Jennifer Ford,5,2,10
1891,UK,24/02/2021,Timothy Wilson,2,1,3
1892,UK,17/11/2021,Christina Hall,11,4,9
1893,US,24/12/2021,Rebekah Beltran,12,4,10
1894,UK,23/03/2021,Jimmy Mathis,3,1,10
1895,MEX,12/8/21,Samuel Ellis,8,3,0
1896,MEX,28/12/2021,Joseph Burton,12,4,10
1897,MEX,20/08/2021,Alexandra Cortez,8,3,10
1898,US,1/7/21,James Carey,7,3,0
1899,MEX,30/03/2021,Keith Ward,3,1,10
1900,UK,18/09/2021,Nicholas Downs,9,3,9
1901,UK,5/7/21,Ashley Moss,7,3,8
1902,MEX,8/2/21,Jeffrey Johnson,2,1,5
1903,UK,18/06/2021,Bianca Butler,6,2,5
1904,UK,21/11/2021,Thomas Trevino,11,4,5
1905,MEX,21/11/2021,Christine Johnson,11,4,10
1906,US,9/9/21,Wanda Brown,9,3,6
1907,UK,25/12/2021,Ashley Wheeler,12,4,10
1908,UK,18/08/2021,Samantha Williams,8,3,8
1909,UK,22/02/2021,Deanna Harris,2,1,5
1910,UK,2/12/21,Amanda Smith,12,4,10
1911,MEX,12/10/21,William Sloan,10,4,8
1912,MEX,6/1/21,Robert Anderson,1,1,2
1913,UK,24/05/2021,Eddie Davila,5,2,8
1914,MEX,25/08/2021,George Trevino,8,3,0
1915,MEX,23/02/2021,Shawn Brady,2,1,9
1916,MEX,10/12/21,Brian Cunningham,12,4,10
1917,US,19/02/2021,Matthew Miranda,2,1,10
1918,US,2/4/21,Cory Rodriguez,4,2,0
1919,US,9/7/21,Patrick Doyle,7,3,8
1920,UK,13/03/2021,Erin Brown,3,1,10
1921,MEX,5/12/21,Leah Mora,12,4,8
1922,UK,5/12/21,Brianna Morrison,12,4,6
1923,MEX,24/09/2021,Michael Dorsey,9,3,0
1924,UK,7/3/21,Christopher Ramsey,3,1,10
1925,MEX,28/10/2021,Samantha Zavala,10,4,0
1926,UK,19/02/2021,Tonya Garcia,2,1,4
1927,US,9/8/21,Diane Chase,8,3,8
1928,MEX,14/01/2021,Patricia Taylor,1,1,6
1929,MEX,20/04/2021,Tammy Ramirez,4,2,10
1930,UK,24/12/2021,Steven Martin,12,4,0
1931,UK,17/04/2021,Amanda Adams,4,2,8
1932,UK,26/11/2021,John Andrews,11,4,9
1933,UK,23/11/2021,Eric Williamson,11,4,9
1934,UK,26/06/2021,Antonio Morales,6,2,3
1935,UK,11/8/21,Jose Rojas,8,3,0
1936,US,23/02/2021,Renee Mckinney,2,1,1
1937,MEX,27/12/2021,Angela Nguyen,12,4,8
1938,MEX,2/1/21,Mr. Duane Carter Jr.,1,1,9
1939,MEX,2/5/21,Mathew Snyder,5,2,10
1940,MEX,20/06/2021,Kevin Becker,6,2,2
1941,US,10/7/21,Cynthia Dominguez,7,3,0
1942,US,5/9/21,Eric Martinez,9,3,10
1943,MEX,19/05/2021,Tammy Alvarez,5,2,8
1944,MEX,14/08/2021,Chad Cruz,8,3,4
1945,MEX,2/6/21,Felicia Mcgee,6,2,8
1946,MEX,24/04/2021,Lisa Cruz,4,2,8
1947,US,15/04/2021,Emma Vasquez,4,2,0
1948,UK,28/07/2021,Jason Moon,7,3,10
1949,UK,1/4/21,Jeffrey Bass,4,2,7
1950,MEX,20/09/2021,Kelly Lee,9,3,10
1951,US,16/04/2021,David Bauer,4,2,10
1952,MEX,10/9/21,Brian Simmons,9,3,10
1953,MEX,22/08/2021,Jeffrey Bennett,8,3,8
1954,UK,27/11/2021,John Gonzales,11,4,0
1955,US,11/11/21,Brandy James,11,4,5
1956,MEX,28/10/2021,Rebecca Baldwin,10,4,9
1957,US,5/4/21,Steven Diaz PhD,4,2,10
1958,MEX,7/7/21,Michael Kemp,7,3,2
1959,US,30/10/2021,Michael Richardson,10,4,10
1960,MEX,2/6/21,Justin Carroll,6,2,7
1961,UK,6/5/21,Kayla Martinez,5,2,5
1962,US,23/12/2021,Luis Hill,12,4,0
1963,UK,5/5/21,Dawn Parrish,5,2,10
1964,UK,28/01/2021,Caleb West,1,1,10
1965,MEX,16/04/2021,James Fowler,4,2,8
1966,US,5/4/21,Wendy Vang,4,2,7
1967,US,18/07/2021,Mr. Benjamin Yang,7,3,10
1968,US,30/10/2021,Steven Perry,10,4,1
1969,UK,3/4/21,Karen Patton,4,2,10
1970,MEX,12/6/21,Mary Moore,6,2,8
1971,UK,9/11/21,Crystal Johnson,11,4,10
1972,UK,24/02/2021,Caitlin Foley,2,1,9
1973,MEX,19/11/2021,Ashley Moreno,11,4,7
1974,MEX,4/11/21,Daniel White,11,4,10
1975,UK,14/11/2021,Robert Rodriguez,11,4,10
1976,US,11/8/21,Mrs. Tiffany Mckenzie MD,8,3,10
1977,UK,12/4/21,Alicia Thomas,4,2,0
1978,MEX,28/03/2021,Isabella Carroll,3,1,10
1979,US,15/08/2021,Stephen Watson DDS,8,3,9
1980,UK,21/04/2021,Lisa Sweeney,4,2,7
1981,US,30/12/2021,Nathan Warren,12,4,4
1982,MEX,26/10/2021,Rhonda Moore,10,4,8
1983,UK,12/9/21,Ernest Ruiz,9,3,5
1984,MEX,12/5/21,Andrea Payne,5,2,10
1985,UK,4/12/21,Charles Reyes,12,4,8
1986,UK,14/03/2021,Sherri Giles,3,1,5
1987,MEX,7/7/21,Priscilla Melton,7,3,10
1988,US,19/08/2021,David Lawrence,8,3,8
1989,MEX,27/09/2021,Melissa Smith,9,3,8
1990,MEX,31/01/2021,Brenda Baker,1,1,10
1991,MEX,8/5/21,Lynn Smith,5,2,9
1992,US,17/04/2021,Madison Clark,4,2,9
1993,MEX,12/3/21,Lonnie Reynolds,3,1,9
1994,MEX,22/04/2021,Dustin Patterson,4,2,10
1995,UK,10/11/21,Alexandra Bennett,11,4,10
1996,UK,11/5/21,Kathryn Carr,5,2,9
1997,MEX,20/10/2021,Christy Hayes,10,4,10
1998,MEX,10/9/21,Matthew Reyes,9,3,10
1999,US,15/01/2021,William Martin,1,1,0
2000,US,14/12/2021,Lindsey Hernandez,12,4,9
2001,MEX,31/03/2021,Katherine Jones,3,1,9
2002,UK,25/08/2021,Dean Solomon,8,3,2
2003,UK,17/12/2021,Edward Shaffer,12,4,8
2004,MEX,30/01/2021,Christopher Anderson,1,1,2
2005,UK,12/8/21,Gloria Blankenship,8,3,10
2006,MEX,26/09/2021,Joseph Roach,9,3,7
2007,MEX,16/04/2021,Lance Craig,4,2,8
2008,US,19/10/2021,Lisa Mckinney,10,4,5
2009,US,21/03/2021,Kimberly Velasquez,3,1,10
2010,UK,7/10/21,Angela Anderson,10,4,9
2011,MEX,22/03/2021,Nicole Jones,3,1,8
2012,MEX,13/05/2021,Michael Burton,5,2,10
2013,MEX,11/6/21,James Holmes,6,2,8
2014,UK,15/01/2021,Michael Walker,1,1,10
2015,US,29/12/2021,Luke Frye,12,4,5
2016,MEX,16/12/2021,Gregory Lindsey,12,4,10
2017,UK,16/08/2021,Charles Peterson,8,3,3
2018,MEX,20/09/2021,Joe Bowman,9,3,8
2019,MEX,9/6/21,Harry Perry,6,2,0
2020,US,6/10/21,Brian Davis,10,4,10
2021,US,31/05/2021,Michael Black,5,2,0
2022,MEX,10/11/21,James Green,11,4,6
2023,UK,22/10/2021,Carly Abbott,10,4,4
2024,UK,1/6/21,Robert Richards,6,2,10
2025,MEX,18/07/2021,Anne Hunt,7,3,9
2026,MEX,12/6/21,Samuel Patel,6,2,8
2027,UK,3/8/21,Brandon Young,8,3,2
2028,UK,17/07/2021,Kristen Jones,7,3,6
